Power Usage,Residuallast,Pumpspeicher,Wind Offshore,Wind Onshore,Photovoltaik
47426,34040,4403,3154,10231,0
48675,37573,3851,2549,8553,0
52809,43718,1889,2072,7019,0
60951,52875,103,1561,6501,15
65402,57644,1,1129,5849,781
67421,58713,1,1026,4599,3083
67858,57358,0,763,3128,6609
69062,55326,101,445,2287,11004
69812,52758,82,221,2168,14665
69146,49928,8,241,2325,16652
68945,48462,572,367,2956,17160
68056,47555,1088,556,3488,16457
66960,48270,777,837,3740,14113
65645,50348,560,981,3833,10484
65593,54453,184,872,4231,6038
65553,57486,120,930,5062,2076
65934,58095,108,1116,6519,204
65247,55634,273,1208,8404,0
61942,50423,554,1086,10433,0
57916,45986,930,1077,10854,0
53287,40758,1378,1113,11416,0
50535,38345,4248,1159,11032,0
48710,37634,4900,1120,9957,0
47804,37604,5608,1057,9143,0
47991,39370,5620,975,7646,0
49669,42737,4508,1000,5933,0
53409,47523,2184,1049,4838,0
60916,55449,60,1028,4418,22
65895,59528,0,1059,4358,950
68082,60141,0,938,3427,3577
68221,58075,9,832,2319,6995
69543,56423,127,820,2045,10256
70224,54375,3,803,2226,12821
70004,52232,71,830,2553,14389
69309,50360,521,868,3350,14732
68272,48927,581,940,4296,14109
67367,49040,991,974,5247,12107
65692,49883,854,1083,5817,8909
65570,53195,840,1204,5797,5374
65507,56455,453,1246,5725,2082
65495,57795,185,1268,6172,261
64969,56100,1,1165,7705,1
62019,52282,340,1205,8531,0
58631,48758,538,1375,8499,0
54156,44462,957,1499,8195,0
50884,41488,3408,1588,7808,0
48822,40008,5246,1619,7195,0
47781,39589,5334,1783,6409,0
48089,40292,5786,1856,5941,0
49664,42116,5331,1641,5906,0
53150,45945,3631,1498,5707,0
60511,53346,226,1777,5374,15
65824,58259,4,2315,4665,586
68790,60201,1,2663,3580,2347
69324,59139,1,2684,2690,4812
69886,57878,1,2711,2140,7158
70294,56818,2,2768,1743,8965
69396,55094,51,2601,1614,10087
68322,53288,560,2547,1801,10687
66418,52026,351,2210,1756,10426
65160,51990,943,1895,1778,9497
63737,52434,759,1622,1972,7710
63620,55233,53,1465,1957,4965
63476,58229,197,1443,1844,1960
63225,59577,114,1495,1892,262
62057,58359,35,1318,2380,1
58621,54755,165,1039,2828,0
55126,51199,254,929,2998,0
51326,47216,290,960,3151,0
47763,43679,436,689,3395,0
45608,41113,406,831,3664,0
44808,40129,833,941,3738,0
44606,40100,1157,961,3544,0
44740,40267,1365,754,3720,0
45457,40689,1165,717,4051,0
46771,41661,923,778,4306,26
49164,42396,277,882,4647,1239
52897,42879,207,890,4201,4927
55248,41747,5,802,2735,9964
56037,37218,46,814,2131,15874
55923,32015,996,700,2347,20861
55616,28095,1486,820,3212,23490
54175,24022,3411,1319,4542,24292
52648,22368,4783,1535,5825,22920
52016,24449,5030,1599,6366,19603
50919,26865,3797,1796,6988,15271
50671,31211,1009,1917,7593,9951
51504,37847,295,2060,7443,4154
51651,40739,187,2231,8074,607
52030,38605,237,2636,10788,1
50894,34615,665,2952,13327,0
49334,32041,510,3146,14148,0
45813,29253,289,2844,13715,0
42343,28161,500,2208,11975,0
40222,28011,491,1717,10494,0
39096,28491,893,1387,9219,0
39135,29913,1257,1064,8158,0
39484,31217,718,940,7327,0
39994,32458,766,814,6722,0
39883,32491,596,720,6630,42
41606,32558,1068,698,6483,1868
45407,32314,1015,642,5242,7208
48420,31195,769,478,2990,13757
50099,27767,1221,447,2412,19473
51607,23655,2914,379,4128,23446
51257,19652,5071,394,5917,25294
49161,17244,5936,338,6399,25180
47451,17925,5432,339,5880,23308
46711,21384,5052,357,5390,19580
46303,26081,4447,397,5157,14668
47482,33110,1608,404,5020,8948
48774,39921,35,327,4881,3646
49957,44133,18,383,4861,580
51125,44224,20,588,6311,2
49781,41061,369,780,7941,0
48841,39511,767,844,8487,0
45711,36599,270,943,8169,0
42713,34312,788,1046,7356,0
41476,34175,2197,1065,6236,0
41002,35082,2817,956,4964,0
41697,36858,3881,824,4016,0
43700,39341,2934,1000,3360,0
48599,43906,1260,1495,3198,0
57685,52252,85,1910,3482,42
63208,55819,7,2566,3488,1335
66171,54621,4,3139,3474,4936
66379,50397,8,3332,3007,9644
67156,46566,6,3551,2714,14326
67838,43070,304,4039,2985,17745
67573,40186,974,3961,3816,19611
67028,38689,548,3721,4647,19971
65716,38472,904,3667,4963,18615
64769,39799,710,3375,5639,15956
63276,41456,239,3221,6555,12043
62795,44246,292,3309,7682,7558
63200,47781,200,3215,8970,3235
63177,49562,2,3231,9826,558
62991,48420,5,3501,11068,3
60330,44601,368,3746,11983,0
56423,41426,591,3788,11209,0
51620,37348,2008,3613,10660,0
49109,35602,3059,3344,10163,0
47153,34575,3652,2995,9584,0
46366,34468,4768,2768,9129,0
46765,35348,4711,2508,8910,0
48257,36925,4107,2428,8904,0
52027,40691,2057,2273,9062,0
59990,48334,653,2181,9430,45
64498,52745,2,1913,8534,1306
66967,52922,1,2015,7074,4957
67469,49523,8,2182,6474,9290
68642,46077,144,2400,6537,13629
69348,43315,348,2334,6699,16999
68648,39700,521,2333,7201,19414
67899,37764,756,2290,7770,20075
66508,37121,527,2288,8003,19095
65268,38212,318,2127,8351,16579
64240,40335,373,2280,8937,12689
64468,43928,1118,2820,9824,7896
64680,47430,662,3062,10852,3336
64908,49855,57,3078,11378,597
64395,48442,2,3050,12900,5
61163,43818,576,2840,14505,0
57241,40154,923,2417,14670,0
52460,36431,1076,1936,14093,0
49297,34844,2847,1571,12883,0
47703,34705,4262,1370,11628,0
46872,34281,5241,1771,10821,0
47907,35941,4568,1890,10077,0
49514,37604,3894,1907,10003,0
53258,40828,2779,2016,10414,0
60602,47059,317,2398,11087,59
65129,50558,399,2544,10407,1621
67367,50999,1,2520,8124,5724
67724,47406,339,2454,7137,10727
68488,42236,1369,2337,8475,15441
68686,38929,993,2086,8999,18672
67966,37385,591,1808,8668,20105
67491,37452,697,1548,8122,20370
66210,37183,566,1575,8179,19273
65238,38667,706,1657,8289,16625
63864,40244,928,1822,8943,12855
63644,42995,718,2110,10259,8280
63798,46381,73,2228,11441,3749
63693,48726,1,2119,12095,753
63466,47645,101,2154,13660,8
60887,43251,1129,2089,15547,0
56891,38967,1557,2019,15904,0
52771,35702,2099,1755,15314,0
49495,33659,3726,1497,14340,0
47997,33584,4416,1103,13310,0
47281,34342,3597,945,11994,0
47713,35774,4121,864,11075,0
49293,38239,3775,825,10229,0
52363,41803,1457,740,9820,0
59625,49182,109,662,9710,71
64131,52580,3,613,9046,1893
66234,52606,4,616,6379,6633
66144,47531,126,620,5521,12472
66780,41416,721,566,7222,17577
67730,39463,404,462,8317,19488
67509,40324,663,354,7901,18931
66573,40516,1159,354,7342,18361
64801,39775,1315,335,7397,17294
64389,41407,874,492,7726,14764
63079,42758,949,636,8407,11278
63240,46299,369,634,8934,7373
63370,50327,5,775,8881,3387
63596,53247,145,908,8761,680
63592,53706,9,1179,8701,6
61055,50700,110,1316,9039,0
57414,47345,112,1112,8958,0
52829,43240,296,1057,8532,0
49732,40464,2215,1069,8199,0
48447,39741,4648,935,7772,0
47768,39328,5568,973,7468,0
48275,39996,5501,1086,7193,0
49704,41295,4161,1176,7233,0
52859,44386,1693,1283,7191,0
59866,51252,219,1238,7307,70
65120,55372,2,1335,6951,1462
67704,55103,2,1536,6221,4844
67954,50404,295,1732,6636,9182
68719,46599,534,1609,7676,12835
69132,45254,127,1518,7474,14887
67792,43704,147,878,7222,15989
66513,43370,389,796,7031,15317
64694,43129,238,683,7560,13323
63570,44190,210,993,7644,10744
62687,47292,465,847,7899,6649
62850,49835,89,1142,7583,4290
62889,52593,33,1586,6715,1996
62542,54460,13,1785,5866,432
62195,54112,14,2300,5779,6
59616,51617,126,1995,6004,0
56626,48705,267,1999,5922,0
52736,44913,674,1771,6052,0
49291,41699,1304,1718,5874,0
46980,39305,1946,1613,6062,0
45754,37636,2072,1794,6324,0
45646,36967,2508,2145,6534,0
45953,37098,1908,2414,6441,0
46231,37108,1750,2253,6871,0
47511,37839,519,2472,7136,65
50292,39642,95,2630,6738,1283
54072,40471,42,3261,5644,4695
57082,38660,388,3612,5636,9174
58735,35515,1624,3492,6411,13318
59210,32265,1671,3753,7127,16066
58333,30199,1387,3843,7709,16583
56211,28720,1130,3717,8311,15464
54695,27835,1472,3641,9160,14059
54132,28680,2229,3464,9743,12246
53643,30800,1060,3487,9819,9537
54139,34279,282,3670,9773,6417
55053,39406,3,3824,8653,3171
54877,41661,4,4152,8376,688
54579,41330,27,4262,8978,10
53125,38300,140,4641,10184,0
51351,36027,50,4661,10662,0
47898,32487,597,4778,10634,0
45450,30616,2622,4734,10101,0
43480,28759,2860,4824,9897,0
42187,28440,3045,4460,9287,0
42005,28894,2843,4345,8767,0
42382,29559,2084,4459,8364,0
42402,29982,1591,4431,7989,0
42190,29821,1855,4170,8144,55
43808,30377,878,4128,8019,1284
46954,31475,273,4062,6909,4508
50276,30934,485,3896,6700,8746
52497,28511,497,3788,7274,12923
54475,26780,1267,3635,8372,15690
54112,24850,2122,3366,9635,16260
52286,23413,3271,2964,10841,15069
50357,22906,2865,2833,11452,13167
49318,23636,2585,2874,11852,10957
49271,26132,3454,2761,12118,8260
50459,29871,1953,2887,12342,5360
51535,34631,257,2671,11727,2507
51873,37410,5,2700,11236,528
52347,38255,6,2764,11321,7
51736,36776,5,3319,11641,0
51032,36090,71,3488,11455,0
48005,33067,748,3609,11329,0
45650,31100,3463,3701,10850,0
44484,30350,3906,3763,10371,0
43822,30129,3539,3654,10039,0
44054,30231,2967,3527,10295,0
45945,32322,2476,3412,10211,0
50219,36583,1389,3395,10242,0
57515,43664,473,3643,10061,148
62868,47319,5,3809,9258,2482
65647,46121,74,3969,7712,7845
66801,42105,192,3781,6080,14836
67188,37288,118,3560,5192,21148
67808,32260,882,3748,5920,25879
66605,25926,2692,3831,8014,28834
65561,21932,3868,3807,10172,29651
64496,21716,3968,3851,10600,28330
63455,23534,2421,3914,10772,25235
62279,27040,2087,3977,11102,20161
62388,32288,579,4037,12734,13329
62556,37891,356,4296,14225,6144
62802,42237,0,4909,14334,1321
62701,40865,4,4693,17120,24
60766,35169,591,4930,20667,0
57274,30351,1008,5100,21823,0
53377,26902,1331,5135,21340,0
50178,25533,2454,5092,19553,0
48628,25363,3684,5033,18233,0
47882,26027,3327,4870,16986,0
48387,27951,3525,4713,15723,0
49995,30551,2843,4606,14838,0
54029,35163,743,4522,14344,0
60601,41445,308,4388,14558,210
65074,44789,0,4278,12788,3219
67253,43512,0,4254,9826,9661
68041,40172,5,4104,6729,17037
67943,34931,227,3893,6099,23021
68196,29565,1295,3911,7758,26961
67659,24179,3051,4063,10444,28973
66629,22279,2637,4116,11525,28710
65104,23127,2703,4077,11435,26466
64398,26432,2028,4120,11137,22709
63513,30769,778,4124,11186,17434
63519,36333,529,4467,11703,11017
63703,41613,79,4798,12476,4815
63131,44369,0,5004,12772,986
63149,42573,0,5096,15463,16
61446,38327,169,5202,17917,0
57782,33848,485,5210,18724,0
53515,29360,939,5123,19032,0
50018,26806,3809,5140,18073,0
47810,25690,4684,5092,17029,0
47246,26384,4356,4882,15980,0
47395,27939,5000,4755,14701,0
48917,30632,3197,4676,13609,0
52626,35082,814,4500,13045,0
58954,41478,204,4149,13088,239
63892,45435,1,4105,11540,2812
66688,46695,1,3893,8115,7986
67366,44241,4,3744,5655,13726
68395,39624,400,3879,6377,18515
68982,33104,1270,4116,9209,22554
67384,27628,1542,4283,10305,25169
66223,26054,2642,4343,9899,25927
64872,26098,2776,4244,9374,25156
63299,27670,2155,4161,8907,22562
61951,30571,1376,4510,9077,17793
61638,36110,383,4392,9409,11728
61650,41536,293,4453,10117,5544
62163,45595,11,4705,10562,1302
62174,43432,348,4958,13756,27
60186,37727,677,4909,17550,0
56729,33192,995,4846,18692,0
52882,29480,865,5062,18340,0
49192,26577,1930,5151,17464,0
47205,25504,3659,5014,16687,0
46523,25729,5296,4780,16014,0
46519,26673,4179,4587,15259,0
47832,28750,2708,4307,14775,0
51562,32998,739,4137,14428,0
57402,38617,320,3900,14608,277
62138,41969,304,3675,13115,3380
64728,42471,7,3337,9186,9734
65282,39122,117,2943,6130,17087
65728,33058,128,2705,6747,23219
65092,25403,882,2779,9599,27311
64529,17980,4640,3142,13898,29510
64226,13373,6111,3644,17360,29849
62616,13207,5650,3983,17134,28293
61530,14621,4682,4296,17600,25013
60191,17668,3379,4720,17833,19970
59878,23645,1994,5036,17925,13272
59010,30043,961,5299,17382,6287
58664,35984,0,5407,15769,1505
58104,35482,0,5454,17121,47
56056,30511,450,5378,20168,0
52550,26120,535,5299,21131,0
48076,21997,332,5171,20908,0
44518,19884,1038,5139,19495,0
42289,19004,1050,4917,18368,0
41015,19368,2067,4371,17276,0
40466,20455,1910,3775,16236,0
40261,21471,1636,3282,15508,0
40061,22597,516,2797,14667,0
39388,22652,560,2287,14138,312
41554,23476,307,1997,12505,3577
45055,24921,117,1685,8275,10174
47778,24361,27,1482,4415,17520
49280,20106,567,1323,4296,23556
50919,16701,3249,1358,5269,27591
50154,11550,5252,1515,7383,29708
48408,7721,6923,1668,8990,30029
47009,8061,6272,1933,8484,28532
45596,9771,5785,2240,8349,25237
44616,13791,4296,2401,8249,20175
45443,20708,2300,2670,8530,13535
46593,28157,1322,2765,9212,6459
47116,33737,140,2669,9145,1564
47409,33698,14,2606,11056,49
46971,30738,165,2856,13377,0
45087,28147,371,3185,13756,0
41694,25770,611,2912,13012,0
38999,23731,1942,2579,12689,0
37225,23314,1806,2163,11749,0
36292,24162,973,1714,10416,0
36009,25600,941,1363,9046,0
36938,27715,807,1261,7963,0
38524,30131,488,1193,7201,0
39720,31222,885,1217,6940,341
42838,31619,498,1196,6294,3729
46548,30930,973,1100,4181,10338
49584,29063,773,951,1955,17614
50335,24392,813,871,1565,23507
50779,20181,631,839,2322,27437
50460,16873,1635,798,3284,29505
49282,15085,4190,772,3612,29813
48053,15641,4642,670,3384,28360
46972,17991,3483,593,3205,25184
46228,21931,3221,526,3463,20308
47378,29112,1227,454,4107,13705
47821,35704,236,392,5084,6641
47514,39324,49,355,6183,1652
46977,37931,56,328,8657,62
46228,34371,300,363,11495,0
44039,31104,867,592,12343,0
41012,28366,475,728,11918,0
38045,26702,637,554,10789,0
35601,25782,700,433,9385,0
34464,26239,461,372,7853,0
34219,27173,796,323,6724,0
34748,28762,294,229,5757,0
35361,30099,342,152,5111,0
35568,30044,210,172,4961,391
37557,28756,507,245,4640,3917
41254,27218,608,143,3288,10605
43919,24678,357,89,1316,17837
44775,20351,890,43,773,23608
45566,16510,2517,44,1430,27584
44565,12735,4400,75,2071,29685
42776,10842,5164,133,1888,29913
41193,10895,4728,249,1595,28454
40177,13000,4648,351,1557,25269
39849,17331,3948,491,1687,20340
40933,24351,1999,648,2170,13764
42079,31632,401,796,2986,6665
42636,35891,10,963,4137,1645
43740,35659,4,1121,6893,68
43937,31553,189,1591,10793,0
42303,26998,479,2200,13105,0
39187,21377,1401,3031,14779,0
36459,17484,903,3649,15327,0
34960,15605,1548,4065,15290,0
34214,15037,1486,4259,14919,0
34190,15027,1245,3863,15300,0
34744,15568,1032,3536,15640,0
35484,15958,682,3829,15697,1
35959,15213,1750,4099,16195,452
38460,15441,1015,4297,14709,4013
41770,16051,578,4199,10878,10643
44335,14004,714,4154,8382,17795
46441,9386,1641,3191,10248,23616
48348,4403,4067,3162,13386,27398
47907,2550,5674,3177,12768,29412
46680,3005,6402,3032,11231,29412
45033,2889,5308,2389,11977,27778
44674,2842,5432,2938,14148,24747
44170,3858,4227,3076,17376,19861
45132,6046,3937,3526,22268,13292
46871,12320,2658,3782,24289,6480
47145,15491,2212,5314,24630,1712
47440,14037,1173,5610,27717,76
47717,11973,802,5574,30170,0
46120,10174,1766,5642,30304,0
43006,10638,1050,3917,28452,0
40225,9654,1837,3873,26699,0
38468,8545,1911,3774,26149,0
37655,7975,2313,3640,26041,0
37962,8605,2735,3585,25772,0
39929,10650,2800,3615,25664,0
45166,11480,2877,5697,27989,1
52851,17416,1852,5848,29111,477
59656,21712,234,5838,28443,3663
63311,20453,219,5623,28049,9187
64473,16297,220,5378,27616,15183
65192,12708,247,4843,27355,20285
66222,11753,924,4607,26301,23561
65940,10917,1918,4826,25247,24950
65589,11157,2913,4972,25416,24044
64000,12108,2708,4943,25613,21336
63051,14381,1950,4934,26276,17460
62246,17498,1786,4943,26996,12809
61810,21194,894,5000,27304,8314
61827,25360,185,5004,27182,4281
61047,28812,89,5011,25946,1278
60081,28802,231,5016,26207,57
57653,26431,192,5016,26207,0
53112,23276,226,4859,24978,0
48863,20140,814,4738,23985,0
45791,17939,3154,4782,23070,0
44308,18231,4118,4613,21464,0
43611,19052,5065,4614,19945,0
44118,21341,5150,4583,18194,0
45399,23932,4949,4582,16885,0
48930,27840,2222,4651,16438,1
55660,33509,416,5457,16282,412
61181,36626,713,5648,15665,3242
64246,36840,167,5464,13516,8426
65234,33138,830,5160,11997,14939
66773,30294,712,5107,10634,20738
67309,27455,605,5047,9590,25217
66517,24475,2072,5122,9420,27499
65981,23300,4044,4902,9897,27882
64911,23315,4032,5035,10599,25963
63582,25222,2353,5193,11426,21741
62053,27892,1545,5281,12796,16084
61500,30979,760,5249,15338,9935
61584,33611,815,5245,18135,4594
61647,36050,67,5030,19341,1227
60690,33401,62,4835,22401,54
59213,29439,544,5206,24568,0
55207,25681,964,5491,24035,0
50609,23053,2116,5063,22494,0
47062,21980,4329,5164,19919,0
44783,23708,3475,4948,16127,0
43332,26623,2598,3448,13261,0
43763,30260,2425,2437,11066,0
45624,32354,2083,3084,10187,0
49416,35187,1843,2762,11465,2
55953,41685,715,2161,11579,528
61095,44507,128,2048,10533,4006
64149,42999,158,2120,8658,10373
65486,38341,460,2711,7433,17001
66602,34438,133,2484,7560,22120
67570,31457,202,2159,8722,25232
67433,29134,775,2376,9566,26357
65710,26697,2002,2145,10894,25974
64577,26032,2806,2241,11698,24606
63865,29020,2220,2120,11416,21310
62470,32496,714,2198,11223,16554
62064,38224,163,2118,10923,10799
61271,43269,301,2173,10460,5369
60588,46637,1,2100,10292,1558
59434,44529,19,2794,12030,82
58396,40888,682,1841,15667,0
54607,35790,699,1084,17733,0
50502,31625,974,1243,17633,0
47680,30769,3179,849,16063,0
44909,30374,4266,552,13983,0
43407,31111,4931,500,11796,0
43545,32587,4556,481,10477,0
45344,34840,4438,444,10060,0
48887,37864,2621,550,10470,3
55648,44385,378,546,10254,463
61276,48806,45,631,8932,2908
64700,49853,0,825,7500,6522
66154,47245,1,1200,7890,9819
67541,46126,5,1086,8333,11997
68384,45798,64,1080,8562,12944
67457,44423,30,955,9071,13008
65705,42656,452,840,9716,12493
63952,41663,554,741,10554,10994
62003,40559,66,782,11250,9412
61191,41016,487,803,11907,7465
60943,42486,172,968,11871,5617
60870,45140,168,1111,11364,3255
59932,46155,27,629,12061,1088
58280,45897,138,598,11696,89
56170,43692,325,715,11764,0
53114,40556,668,941,11618,0
49332,37484,607,770,11078,0
45013,32914,1084,890,11208,0
43019,29523,1875,1329,12167,0
42282,28019,2469,1915,12348,0
42538,27678,2678,2507,12354,0
43121,28326,4031,2906,11889,0
43395,29518,2904,2900,10975,3
43949,30213,1046,2940,10408,389
47155,32488,711,2749,9371,2549
51250,34803,149,2824,7445,6179
54057,33433,346,2945,7260,10419
56090,31645,317,3260,7811,13374
56741,30099,211,3018,8895,14730
55828,28317,272,2417,9887,15208
54306,27329,1786,1887,9933,15158
52103,25838,3188,1452,10464,14349
51575,27517,2295,1113,10642,12303
51037,30085,1610,1010,10198,9744
51626,34471,232,861,9437,6858
52540,40217,147,892,7906,3526
51637,41825,11,947,7702,1163
50699,42228,1,856,7531,85
49430,41058,106,808,7564,0
47374,38725,65,678,7972,0
43568,34455,604,577,8536,0
41026,31837,1212,398,8791,0
39311,29678,1789,469,9165,0
38571,28705,4141,502,9364,0
38379,28356,4384,453,9571,0
38653,29418,4616,481,8755,0
38699,30528,4739,332,7835,4
38722,31131,3873,233,6975,383
40725,32551,3251,102,5813,2260
43694,33980,1095,74,4406,5235
46895,34532,699,82,3826,8455
49174,34578,384,93,3195,11309
51406,34741,349,145,2907,13613
51297,32504,879,198,3120,15475
49719,30122,3351,245,2952,16399
48636,29710,3378,257,2615,16054
47428,30110,3682,315,2360,14643
46733,31165,3507,440,2408,12721
47979,35584,1625,612,2348,9435
49328,40876,785,722,2254,5477
50026,45304,266,714,2112,1896
50008,47077,155,579,2203,150
50431,47467,7,406,2558,0
49482,46254,245,364,2865,0
46112,42398,387,353,3361,0
43821,39473,754,534,3814,0
42448,37554,2943,660,4234,0
41909,36410,3817,555,4945,0
42701,36634,4224,522,5545,0
44494,37985,3653,688,5820,0
49039,41611,2191,967,6458,3
56418,47653,429,1189,7195,382
61734,50258,1,1342,7713,2421
64252,49423,1,1435,7918,5476
64908,46625,3,1326,8300,8657
66226,44333,52,1299,9341,11253
67379,43263,40,1360,10419,12338
67092,42153,127,1477,11121,12341
66492,41224,24,1730,11454,12085
65664,40423,369,1916,12002,11323
65353,41226,586,2145,12362,9620
64201,41628,206,2195,12964,7414
63830,43077,124,2403,13252,5099
63646,45062,17,2479,13466,2639
63014,46888,7,2324,12997,806
61344,47089,135,2085,12106,64
59046,45428,130,1747,11870,0
55291,42750,187,1457,11084,0
50669,39256,352,1336,10077,0
47203,36798,1422,1171,9234,0
45759,36345,4048,1031,8383,0
44918,35932,4729,957,8029,0
45441,36803,5256,793,7846,0
47168,38302,4893,866,8001,0
50705,41580,1540,873,8244,9
57632,48238,117,769,8121,504
62608,52357,2,681,6515,3056
65202,52873,0,509,4518,7302
65485,49003,5,453,3676,12354
65780,44133,151,492,3597,17558
66110,39691,342,591,3906,21922
65614,36015,453,767,4168,24665
64970,33938,922,842,4814,25376
63581,32605,1445,928,5582,24467
62358,33432,1518,1048,6127,21751
60626,35314,1998,1085,6436,17790
59835,39641,592,1145,6675,12375
59444,44904,398,1226,6761,6554
59118,49691,130,1204,6103,2121
57676,50241,188,1222,6017,197
56228,48160,453,1248,6821,0
52275,43750,297,1239,7286,0
48067,39830,124,1289,6948,0
44672,37124,114,1222,6325,0
42507,35417,412,1169,5921,0
40889,33730,831,1386,5773,0
40509,32835,1914,1503,6171,0
40370,32108,1829,1672,6590,0
39819,30775,858,1855,7182,8
38690,28396,1280,2072,7599,624
41087,27809,1091,2378,7531,3369
44509,26858,558,2327,7558,7767
47617,24936,1069,2324,7486,12871
49938,22440,1662,2413,7510,17575
51254,19973,2733,2387,8204,20690
50257,16658,4041,2535,8795,22270
48242,13183,5631,2707,9671,22682
46513,10599,6015,2934,10802,22178
46178,11516,7013,3104,11349,20211
45668,13730,6112,3402,12045,16491
46207,18516,4195,3551,12479,11661
47304,25227,2522,3627,12112,6338
48143,31119,507,3615,11349,2061
48054,33691,45,3603,10584,176
48169,33892,12,3478,10800,0
47251,32932,51,3488,10831,0
43486,28966,228,3751,10770,0
40975,26263,1040,3713,11000,0
39887,24563,1135,4046,11278,0
39763,23664,2139,4217,11882,0
40409,23723,2528,4248,12438,0
42435,25038,1442,3972,13425,0
46779,28776,755,3744,14250,10
55216,36041,546,3843,14666,666
61110,39565,6,3968,14004,3574
63744,38521,3,3748,13485,7990
64517,34849,6,3638,13198,12831
65606,30975,92,3872,13202,17557
66411,27342,388,3965,14073,21031
65871,24455,615,4176,15760,21481
64989,23324,1011,4313,16850,20502
64227,23635,2033,4268,17791,18534
64106,26775,590,3885,17871,15576
63342,29546,456,4101,17601,12095
63129,33711,217,4248,17039,8130
62833,38617,4,4432,15643,4141
62306,41427,56,4660,14913,1306
60714,41051,364,4759,14787,117
59138,38806,414,4844,15487,0
55496,34489,428,5029,15978,0
51352,30544,527,4978,15830,0
47682,27082,2227,5197,15404,0
45879,26056,4929,5315,14509,0
44827,25873,5186,5049,13906,0
45270,27247,5088,4821,13202,0
46661,29145,4921,4577,12939,0
50619,33440,2743,4743,12423,13
57251,40099,168,4474,12170,508
61867,44885,3,3803,10632,2548
64755,44536,4,3449,10753,6017
66283,41038,454,3233,12316,9696
66735,38740,248,2831,12768,12397
67291,37696,10,3004,12603,13989
66265,34271,87,2888,13808,15299
65155,31722,404,3335,14450,15648
63748,30347,524,3587,15206,14609
63095,30322,942,4391,15859,12524
61836,30993,1509,4810,16060,9974
61402,33651,358,4646,16014,7091
60757,38102,1,4223,14446,3987
60346,42235,1,4202,12456,1454
58909,43255,129,4324,11194,136
57790,42893,725,4714,10184,0
54526,39511,399,4855,10160,0
50620,36070,409,4153,10397,0
46638,33114,129,3622,9902,0
44641,30570,889,4063,10009,0
43549,29159,2235,4081,10309,0
43246,28517,3505,4437,10293,0
44017,28887,3788,4984,10146,0
44375,28899,2930,5041,10424,11
45434,30179,2084,4417,10310,529
48357,31369,929,4645,9856,2487
52663,33478,1094,4150,9551,5484
55744,34014,63,3306,9839,8586
57451,33748,173,3076,9993,10634
58124,34088,186,2638,9281,12117
57275,32220,484,2425,9336,13296
56067,30259,1516,2858,9722,13228
54677,27970,2636,3487,10238,12982
53634,27052,3097,3707,10786,12090
52929,27254,3400,3687,11782,10206
53351,30008,794,3847,11639,7858
53880,35016,216,3626,10383,4856
52796,39151,178,2977,8790,1879
50959,40766,2,2552,7426,217
50458,40397,2,2984,7078,0
48818,38922,29,2823,7073,0
45948,34736,598,3547,7665,0
42797,30798,1409,3671,8329,0
40783,28148,1356,4230,8406,0
40044,27625,2131,4445,7974,0
39969,28320,1031,4190,7459,0
40011,29624,1121,3802,6585,0
39562,29381,1522,4024,6137,20
39354,28917,1922,4142,5457,838
41445,28918,1676,4126,4480,3921
44566,29189,908,3974,3200,8204
47591,26809,1385,4011,3973,12797
50081,25505,1590,3592,5288,15697
52193,25745,1009,2783,6350,17316
52039,24396,2610,3148,7043,17452
50344,23551,3512,2832,7139,16823
48691,21925,4508,2759,7688,16320
48223,22642,5387,2488,8169,14924
48158,24480,5550,2638,8700,12340
49395,28750,3223,2990,8689,8966
50954,34273,871,3145,8257,5279
50967,38286,52,3512,7113,2056
50774,40355,10,4152,6020,247
51517,40876,12,4314,6327,0
50792,38966,93,4319,7507,0
47526,35348,348,4100,8079,0
45051,31834,1226,4387,8830,0
43467,29130,2681,4827,9511,0
43245,27784,4008,5089,10371,0
44237,28112,4149,5219,10906,0
46267,29653,2939,5345,11270,0
50427,34305,1001,5114,10986,23
57553,41655,70,4579,10419,901
63136,45628,2,4518,8750,4240
65799,44113,15,4302,7773,9611
66499,37634,635,4418,9529,14919
67654,35427,364,4307,11278,16642
68917,37055,25,4325,11719,15818
68475,36930,15,4130,12605,14811
67802,36720,926,3627,12963,14493
66343,36056,262,3432,12891,13964
65791,36741,746,3959,12730,12361
64421,37884,1289,3699,12721,10116
64584,42342,685,3662,11460,7121
64356,47038,290,3348,10032,3938
64375,50925,401,3550,8453,1447
62359,51397,10,3502,7310,150
60347,50074,121,3433,6840,0
56743,46818,168,3351,6574,0
52654,42359,863,3118,7178,0
49808,39563,1379,2922,7323,0
48060,37990,2013,2882,7189,0
47198,37501,4121,2698,6999,0
48141,38603,4400,2783,6755,0
49757,40405,3931,2754,6598,0
53013,44234,2907,2674,6081,24
59546,50811,440,2457,5283,996
64159,53775,43,2274,3727,4383
66602,51742,113,1984,3254,9623
66865,46474,973,1613,3740,15039
67338,43769,453,1478,3990,18101
68763,44390,221,1375,4069,18930
68209,43823,422,1305,4042,19039
67388,43018,421,1270,3858,19242
66260,42797,170,1244,3405,18815
65192,43853,800,1108,3068,17163
63439,45364,497,963,2488,14624
63132,49980,165,779,1889,10484
62816,54782,88,651,1381,6002
62619,58946,1,576,848,2250
61428,59754,3,588,817,269
59890,58200,9,505,1184,0
