Price,Wind Offshore,Wind Onshore,Photovoltaik,Power Usage,Residuallast,Pumpspeicher
8.59,2527,11528,6463,60044,39526,2670
21.82,2171,7818,14718,62455,37749,2098
15.05,1652,8266,22246,63225,31062,965
8.24,1215,9574,27621,63735,25325,763
7.57,910,10049,30350,64692,23383,1047
6.81,714,11248,30881,64586,21743,2144
19.05,631,12506,29376,62698,20185,3205
18.7,608,14308,25680,60837,20242,3129
17.57,651,16162,19598,59731,23321,2259
19.96,853,17454,11859,58631,28465,983
26.55,1234,17573,4314,59244,36124,1633
34.88,1652,17949,395,61322,41327,2882
34.48,2017,20684,0,64084,41383,2594
28.09,2252,22769,0,60869,35849,2759
24.51,2268,23017,0,57925,32640,931
24.02,2330,21890,0,55313,31094,557
21.18,2631,20406,0,52301,29265,985
19.68,2872,19200,0,49224,27152,1178
18.39,2424,18314,0,47284,26547,972
19.1,1862,17957,0,46447,26629,1689
18.39,1329,17593,0,46941,28020,2451
18.32,922,17914,0,47978,29142,1722
19.8,811,18329,1,50312,31171,675
22.2,644,17911,870,54815,35390,864
25.53,704,15455,5844,58549,36545,2577
25,870,12051,13179,60787,34688,1454
21.32,1183,11486,19825,61799,29306,227
19.11,1102,14119,24115,62494,23157,629
18.16,1069,16153,26015,63976,20738,952
17.67,1003,16387,25994,63632,20249,776
15.32,1149,15902,24185,62147,20912,1209
16.82,1499,16855,20553,61192,22285,2482
18.19,1926,18128,15318,60831,25460,1953
18.9,2015,18869,9082,59668,29702,1254
27.29,2269,18194,3506,60302,36333,2662
33.87,2675,16900,363,61971,42034,2901
34.64,3435,18463,0,64042,42144,3029
30.09,3488,19986,0,60814,37340,2994
26.27,3051,20156,0,57098,33891,857
25.5,2569,19321,0,54288,32399,1264
23.94,2003,18489,0,50800,30309,301
21.26,1656,17312,0,47971,29003,293
19,1487,16841,0,46001,27673,697
18.54,1458,16446,0,45648,27744,1035
18.25,1528,16710,0,46053,27815,868
18.5,1776,16990,0,47685,28919,1195
20.6,1819,17408,4,50595,31365,956
24.65,1842,16790,1038,54430,34760,850
26.95,1699,14177,6094,58576,36606,2776
25.91,1656,9373,13502,60795,36264,2209
22.67,1463,7225,20588,60989,31713,202
19.98,1402,8620,25591,61856,26244,868
18.47,1681,10134,28281,62371,22275,578
18.5,2010,11004,28740,61530,19776,1346
16,2231,11603,27229,59922,18860,3105
15.64,2604,12632,23619,58345,19490,3283
17.44,3121,13703,17954,57688,22910,2496
18.08,3819,14437,10733,56576,27588,1389
21.8,4595,14408,3965,57750,34782,3315
26.72,4895,14614,407,59291,39375,2748
30,5278,17212,0,61372,38882,2802
24.94,5250,17861,0,57888,34777,3008
23.19,4676,16706,0,54340,32959,1055
24.91,3906,14609,0,51634,33118,188
25.16,3081,12795,0,47910,32035,288
21.93,2613,11347,0,45142,31183,427
21.09,2444,10420,0,43166,30302,249
21.67,2273,9881,0,41987,29833,222
19.38,2273,9864,0,42181,30044,263
18.8,2484,10212,0,42920,30224,219
18.44,2957,10221,5,43289,30106,596
18.96,3358,10357,1171,43488,28602,992
5.64,3725,8878,6307,45923,27014,886
5.98,4025,5638,13628,49112,25822,1165
5.9,4293,4014,20605,50923,22012,646
7.5,4506,4746,25653,52536,17631,2230
6.51,4516,5922,28482,53867,14948,3953
5.12,4781,7017,29133,53477,12546,3621
1,5140,7223,27667,51745,11715,4210
-0.72,5523,8230,24011,50180,12417,4186
0.02,6163,11851,18252,49508,13243,3220
5.59,5766,15197,11036,49105,17106,1385
13.9,5669,16607,4159,51096,24662,497
5.82,5718,17534,452,54434,30731,3311
5.76,5715,19172,0,56861,31974,3460
5.45,5570,19868,0,53215,27778,2975
5.2,5388,18999,0,50098,25712,2813
5.06,5290,17706,0,48550,25555,2627
4.91,5467,17035,0,45515,23014,1370
4.54,5729,16698,0,42933,20506,1132
4.44,5963,16807,0,39625,16855,1256
4.47,5901,17147,0,40934,17886,795
3.32,5956,17961,0,40894,16977,952
1.55,5922,19162,0,41012,15929,1395
0.08,5641,20495,3,40733,14594,1452
0.96,4985,21151,649,41811,15027,2428
2.59,4961,22009,3301,44688,14417,1964
2.93,4911,23775,6436,47903,12782,947
-0.03,3825,24280,8602,50715,14009,699
-0.08,4025,25370,9995,54633,15243,906
-1.13,4078,26406,10117,55584,14984,1036
-10.87,4035,26762,9803,55390,14791,2591
-6.33,3925,27776,9182,54300,13418,2575
-4.91,3718,28209,8069,53922,13926,2799
-5.98,3953,28648,6611,53962,14750,3225
0.08,4591,28747,4397,54130,16396,1902
7.81,4891,27197,1945,54914,20881,1383
16.99,5185,25059,268,54855,24344,1696
17.9,5289,22923,0,54620,26408,3581
17.45,5387,20103,0,52709,27220,3172
20.14,5032,17640,0,51994,29323,447
20.59,4440,15587,0,48823,28796,347
5.52,4154,13843,0,46585,28589,900
8.51,3887,12241,0,44974,28846,1805
15.94,3484,11260,0,44306,29562,1419
8.41,3328,11049,0,44174,29798,1193
8.49,4296,11103,0,45613,30215,1720
19.82,4573,11207,0,48689,32910,1305
24.94,4352,11491,8,54063,38212,935
31.44,4020,11686,987,57773,41081,2534
30.94,4282,10328,5227,60514,40677,2754
26.11,4502,8681,10792,61374,37399,2197
22.4,4755,8467,15998,62528,33309,669
21.09,4810,8669,20045,64485,30962,150
21.09,4113,8828,21500,64361,29921,146
19.12,3462,8743,22014,63227,29008,971
17.07,2557,9086,21300,61688,28745,2102
15.8,2300,9068,18957,59872,29547,996
15.26,2736,8916,14732,58788,32403,1534
21,3004,8012,9075,58465,38374,1178
27.94,3070,6476,3640,59385,46200,1658
38.93,3232,5780,457,59513,50045,3162
35.7,4066,5472,0,59981,50443,2980
28.6,4479,6129,0,57491,46883,1346
27.01,3731,6514,0,54895,44650,733
24.38,3211,7069,0,51263,40983,174
23.39,2570,7373,0,48792,38850,1547
19.69,1735,7326,0,46721,37661,2390
19.91,1295,6782,0,46286,38209,2715
19.59,782,6303,0,46184,39099,2418
19.01,640,6119,0,47270,40512,1845
23.95,656,6048,0,49841,43137,1473
30.97,620,5756,8,54555,48171,2617
42.3,442,5342,1156,58217,51278,3415
35.11,387,4134,5716,60496,50259,3261
25.75,315,3066,12676,60898,44841,1700
23.94,150,3151,19348,62302,39653,814
19.67,44,3307,22767,63774,37657,178
20,82,3393,22301,63136,37360,172
17.58,193,3059,21597,61369,36520,445
15.2,385,2789,21502,60211,35536,1782
4.92,689,2827,19867,59154,35770,2034
4.89,872,3038,15936,57957,38112,1526
4.94,1277,3277,10831,58087,42704,1664
7.36,1789,3361,4739,58721,48832,3799
5.04,2263,3365,659,59752,53466,3469
5.11,2476,4415,0,60449,53558,3275
5.01,2690,5854,0,57953,49409,2517
4.83,2859,6938,0,56148,46351,275
4.57,3032,7420,0,52750,42298,117
4.25,3360,7765,0,50565,39440,446
4.27,3564,8283,0,49156,37309,1342
4.31,3628,8424,0,48416,36365,1315
4.41,3819,8848,0,48650,35983,2432
4.53,3973,9285,0,49783,36526,2536
4.72,3847,9621,0,51914,38446,463
4.96,4091,9989,12,56784,42693,944
16.32,3777,9502,1624,60606,45703,2596
26.64,4035,8098,7505,62844,43207,3069
18.07,3818,6794,15082,63313,37619,434
6.98,4028,7215,21792,64212,31177,694
5.97,4292,8851,26320,66321,26859,1823
6.27,4372,9077,28474,65795,23872,2698
5.77,4149,9043,28186,64011,22633,3662
5.39,4315,9279,26329,62256,22333,3276
5.09,4669,9428,22916,60660,23647,2601
4.98,4433,9330,17714,59149,27672,1538
4.99,4274,8797,11121,59023,34831,719
5.18,4095,7878,4486,59725,43267,2714
5.27,3921,7384,589,60261,48367,3104
5.12,3747,7294,0,60334,49292,3033
4.95,3702,7410,0,57908,46797,2602
4.75,3646,7727,0,55786,44413,2231
4.52,3888,7756,0,52409,40766,340
4.23,3969,8013,0,49177,37195,130
4.15,4090,8122,0,47161,34950,367
4.15,4236,8044,0,46474,34194,864
4.24,4289,8200,0,47169,34680,1947
4.38,4870,8205,0,48513,35439,2002
4.56,5140,8303,0,51231,37788,1233
4.8,5506,8587,14,56350,42243,579
5.24,5898,8425,1508,59622,43791,1860
5.09,6138,8002,6599,61859,41120,1583
4.96,6309,8433,13397,62620,34481,188
4.85,6403,9704,19821,63398,27471,208
4.72,5563,10801,24319,64553,23871,1170
4.66,5849,12034,25406,64836,21547,1286
4.61,6027,13545,24927,63434,18935,2403
4.53,6033,15837,23427,62412,17114,2993
4.51,5972,17718,20742,61382,16950,3312
4.52,5582,19317,16438,60105,18769,3121
4.56,5951,19892,10465,59981,23674,1721
4.58,6154,19969,4188,60834,30523,485
4.62,6125,20409,545,61773,34694,1374
4.64,5781,21705,0,62146,34661,1000
4.57,6391,22410,0,59515,30713,820
4.45,6798,22721,0,56957,27438,799
4.19,6616,23314,0,53501,23571,292
3.41,6600,23462,0,50582,20520,791
3.34,6480,23516,0,48947,18951,2083
3.32,6260,22822,0,47803,18722,2326
3.36,6270,21695,0,48173,20209,2320
3.45,6272,19926,0,49330,23133,2547
3.72,6244,18606,0,51487,26636,1269
4.02,6072,17678,17,56247,32480,454
4.37,6414,15361,1223,59772,36775,2259
4.5,6485,14198,4881,62905,37341,2787
4.41,5849,14213,10066,64021,33892,1108
4.3,4853,14885,14792,64383,29853,167
4.21,3834,14522,17995,65703,29353,156
4.13,3472,14752,19895,65500,27382,604
4.07,3120,15450,19408,64304,26325,2167
3.99,3280,15525,16594,62319,26921,1727
3.91,3509,15235,13562,60995,28690,1312
3.99,3869,14372,9935,59547,31373,1403
4.14,3683,12475,6139,58871,36574,282
4.32,3178,10208,2657,59020,42977,1565
4.48,2690,7779,435,58314,47411,3391
4.92,2793,6590,1,57297,47913,3099
11.07,2221,5906,0,54553,46426,3077
15.01,2211,5355,0,52447,44881,3100
15.02,1985,4866,0,48864,42013,2908
25.1,1968,4169,0,45899,39762,631
22.99,1929,3965,0,43789,37895,407
21.1,2377,4177,0,42877,36323,1346
20.1,2230,4638,0,42503,35635,1630
19.8,2434,4725,0,42750,35591,990
19.6,2835,4731,0,43302,35736,1131
21.79,2665,4630,23,43558,36241,422
22.9,2687,4238,1678,44932,36330,126
21.91,2729,3636,6649,47672,34659,49
19,3265,2433,13571,50499,31231,404
14.98,3632,2381,20393,52078,25672,1915
13.06,3604,2963,25086,53740,22087,3127
14.28,3747,2959,27257,53710,19746,3913
10.82,3493,2961,27889,51557,17215,3685
10,3561,2871,26842,49661,16388,2337
9.88,3299,2648,24090,48612,18575,3567
15.33,2796,2200,19233,47457,23229,2295
20.53,1997,1845,12480,47940,31618,648
26.28,1125,1867,5369,49400,41040,3460
35.91,635,2136,842,50139,46526,3499
31.8,504,3822,2,50504,46176,3382
23.56,414,6867,0,48542,41261,3186
21.54,857,9791,0,47254,36606,3019
17.07,1574,12228,0,44020,30219,969
17.99,2492,13932,0,41752,25329,880
11.4,3139,15461,0,39785,21185,792
9.82,3554,16501,0,39179,19124,917
4.59,3736,16874,0,39342,18733,1103
4.65,3675,16941,0,39963,19347,740
4.75,3401,17388,0,40101,19312,667
5.03,3457,18454,43,39775,17821,702
5.5,3480,18287,2213,40553,16573,621
8.05,3686,15869,8520,43782,15707,1133
5.77,3501,10713,16535,46600,15852,651
4.55,3309,10234,23515,48632,11575,1100
1.36,3199,13025,28431,51186,6531,3518
0.05,3204,12797,31013,51044,4031,3351
-0.02,3792,10866,31535,49232,3040,3891
-3.98,4577,9273,30049,47410,3511,4126
-18.86,4753,10971,26492,46532,4317,3880
-4.95,4806,14900,20844,46250,5700,4264
4.48,5219,18050,13406,47538,10864,2553
16.51,5763,18068,5649,49154,19674,1696
19.9,6306,17598,908,49905,25093,2702
18.48,6679,20836,3,51468,23951,2663
5.18,6478,24319,0,50370,19574,1330
4.57,6357,25341,0,49684,17985,1254
4.33,6202,24859,0,46660,15599,1433
4.13,6171,23891,0,44353,14291,1314
3.99,6139,22700,0,43031,14192,1961
4.04,6068,21145,0,42140,14927,1760
3.7,5991,19893,0,42200,16316,2188
3.66,5996,18778,0,43388,18613,1694
4.37,6001,18567,0,46861,22293,1521
4.73,5990,18973,55,52487,27469,3175
20.99,6029,17360,2344,57237,31505,3155
21.11,6193,13593,8751,59561,31025,3181
18.28,5714,8727,16815,60321,29066,3196
14.19,4722,7022,23492,60758,25522,776
5.37,3954,7684,28051,62398,22709,397
4.95,3394,7838,30413,61292,19646,642
4.61,3175,8210,30728,60536,18423,2451
4.43,3057,9675,29206,59427,17489,3963
4.36,2651,10386,25734,57709,18938,3213
4.33,2729,10367,20210,55947,22642,1996
16.78,2940,9413,13017,56074,30705,1563
29.4,2724,7813,5485,56482,40460,2279
41.18,2421,6798,870,56489,46401,3521
43.07,2281,8171,2,56824,46370,3583
29.9,2206,9729,0,54741,42807,2403
28.37,1902,10070,0,51774,39803,657
24.17,1450,9991,0,47394,35953,279
20.05,1233,9511,0,44660,33917,1083
19.94,1449,8063,0,43036,33524,2520
20.5,1560,7632,0,42202,33011,2281
5.71,1402,7683,0,42547,33462,1982
6.98,1346,8024,0,43782,34412,1493
23.53,1181,7467,0,46388,37740,445
31.44,983,6622,63,51881,44213,3007
34.26,1234,5812,2248,56648,47355,4165
31.32,1131,4675,8026,59961,46130,3608
23.66,907,3273,15383,60241,40678,3307
18.92,847,2894,21929,61426,35756,675
17.81,858,2875,26387,62595,32475,685
17.55,717,2834,28899,62022,29572,1194
13.52,633,2360,29665,60458,27800,2786
12.89,570,2173,28399,58498,27356,3129
15.15,544,2162,24968,57314,29640,2468
15.47,428,2416,19516,55702,33342,1355
22.66,380,2753,12606,55369,39630,991
31.42,366,3505,5408,56364,47086,3859
40.1,484,4871,928,56926,50642,3454
37.31,727,7992,3,57092,48370,3411
27.4,1155,11151,0,54225,41919,3052
23.84,1270,12432,0,51128,37427,555
19.05,1399,13030,0,46960,32532,546
21.17,1704,13221,0,44258,29333,1349
20.53,2095,13055,0,42744,27594,2676
19.34,2398,13233,0,42098,26467,3061
19.47,2260,13138,0,42376,26979,3004
19.62,2150,12771,0,43566,28645,1925
22.4,1871,12263,0,46282,32149,832
28.07,1578,11775,76,51838,38409,665
29.7,1167,10342,2447,55750,41794,1739
29.08,788,7454,8689,58574,41644,1612
25.91,570,3680,16260,59253,38744,342
21.5,314,2095,22689,59645,34547,280
21.1,164,1389,26997,60718,32168,220
18.88,153,1189,29330,60139,29468,551
17.75,277,1276,29629,58904,27723,2563
17.3,265,1502,28139,57242,27337,2721
19.1,311,1571,24602,55919,29435,2061
20.85,261,1593,19071,54738,33813,1471
24.72,353,1387,12181,54928,41008,726
33.62,352,1350,5270,55380,48408,3106
46.6,350,1487,963,56020,53221,3101
47.76,355,2200,5,56319,53760,3591
39.03,393,2842,0,53970,50735,3404
31.41,588,3248,0,50809,46973,1313
26.96,967,3213,0,46955,42776,595
22.66,1015,3413,0,43891,39463,665
21.3,959,3535,0,42162,37667,1286
6.72,922,3690,0,41311,36698,2003
4.17,901,4238,0,41365,36227,2178
10.05,948,4911,0,42755,36896,2013
22.31,973,5220,0,45809,39616,1394
26.7,1020,5130,97,51010,44763,1632
29.7,1151,4670,2396,55140,46923,2837
29.53,979,3533,7952,58293,45830,3155
19.53,950,2697,14876,59128,40605,1317
7.44,1087,3237,21093,60410,34993,1102
4.72,1202,3681,25646,61830,31301,1076
4.64,1752,4182,28067,61398,27398,2782
4.57,2142,5252,27987,60187,24806,3722
4.5,2253,6355,25739,58593,24245,3431
4.44,2103,7101,22166,56756,25385,3417
4.49,1948,7765,17464,54827,27651,1662
4.68,1711,7940,11593,54596,33353,954
9.97,1337,7814,5125,54591,40316,1544
30.92,1357,6960,1014,54732,45402,3308
31.43,1391,7045,7,54543,46099,3264
30,1351,7464,0,51600,42785,2904
27.92,1226,7652,0,48432,39555,1238
25,1085,7470,0,44208,35652,981
25.11,750,6813,0,41208,33645,417
24.1,609,5845,0,38585,32131,512
21.04,653,4822,0,37412,31937,457
23.43,651,4312,0,36866,31904,273
25.11,547,3965,0,37136,32624,289
26.2,450,3637,0,37329,33243,77
27.06,300,3354,108,36972,33211,298
28.57,211,2842,2562,37890,32276,1566
28,165,1844,8496,41395,30891,784
24.58,167,1059,15930,44738,27583,656
18.04,126,948,22419,47048,23556,918
17.06,95,1241,27049,49403,21018,1641
13.97,135,1668,29325,49878,18750,2564
10.55,168,2097,29043,47884,16576,3108
9.16,215,2630,27169,46194,16181,3539
10.03,239,2995,24002,45000,17763,3306
14,191,3538,19165,43895,21002,2648
24.54,166,3983,12516,45052,28388,1342
27,177,4302,5677,46558,36403,2533
31.43,169,4619,1167,46960,41006,3031
34.83,202,5744,11,47432,41475,3471
31.57,202,7000,0,45817,38615,3219
29.44,186,7227,0,43838,36425,2170
24.93,197,6617,0,40900,34087,576
24.19,205,6042,0,38757,32509,1405
21.84,220,5412,0,37086,31454,1573
20.1,294,4663,0,35844,30887,1133
21.11,348,4208,0,35736,31180,944
23.01,444,3777,0,36038,31818,580
24.72,566,3537,0,37131,33029,241
24.92,807,3288,145,38449,34210,623
25.16,961,2840,2912,40638,33926,1284
25.04,1194,2169,9355,44120,31402,733
20.82,1417,995,16935,47072,27726,1214
14.3,1234,556,23423,48392,23180,1218
11.59,1079,543,27781,49810,20408,2409
12.33,894,544,30028,49555,18089,2668
8.6,836,479,30320,47867,16233,2952
5.1,659,466,28718,46532,16689,3403
7.28,613,472,25320,45561,19157,3386
14.01,750,483,20007,44719,23479,2800
19.5,858,587,13104,45285,30737,1178
28.63,1050,775,5867,46564,38873,3285
25.82,1224,1263,1206,46813,43120,3480
5.03,1458,2578,14,47378,43329,3469
4.93,1591,4416,0,45999,39993,3336
4.75,1779,6059,0,44146,36308,3227
4.6,2099,6922,0,41069,32049,1810
4.4,2242,7391,0,38260,28627,945
4.23,2418,7856,0,36672,26398,654
4.11,2584,7747,0,35872,25541,887
4.12,2565,7667,0,35390,25158,1261
14.06,2343,7111,0,35433,25980,951
15.02,2095,6937,0,35678,26647,622
15.74,1771,7101,174,35459,26413,703
16,1410,6373,2961,37091,26348,787
14.06,1064,4993,9034,40630,25539,513
9.99,827,2569,15906,43451,24149,441
5.18,753,1516,21909,45474,21296,911
4.93,677,1605,26037,47135,18816,852
4.98,682,2153,28119,46666,15713,1491
1.84,683,3079,27963,44600,12875,3492
0,570,4328,25411,42495,12186,2779
0.17,643,5236,21215,42058,14965,3583
3,855,5632,16174,41683,19023,2510
4.14,909,5153,10407,42299,25831,1196
6.3,1370,4238,4735,44298,33955,3669
4.1,1808,3982,1002,44841,38049,3181
4.21,2690,4776,11,45205,37728,3118
4.3,3719,5771,0,45186,35696,3719
3.82,4644,6266,0,43631,32720,2966
3.43,5414,7518,0,40476,27544,1183
2.9,6129,8884,0,37666,22653,1037
0.07,6783,10120,0,36096,19194,1234
1.72,6548,12428,0,35518,16542,750
0.77,6485,14507,0,35514,14522,1673
0.02,6499,16249,0,36203,13455,2104
-0.09,4972,17378,0,36945,14594,919
-2.35,4331,18162,137,36959,14329,609
-5,4116,18305,1994,38431,14016,1427
-5.91,4068,19262,5661,41489,12499,1386
-3.97,4023,19884,10037,44723,10780,2718
-5.09,4006,20673,14681,47896,8537,3398
-15.02,4010,21332,17980,51112,7790,3536
-25,4004,21676,20313,51027,5034,3110
-33.59,3996,18677,21472,48985,4840,3490
-48.2,3946,15465,20809,47289,7069,3520
-55.77,3772,14095,18911,46119,9342,4021
-30.04,3976,14985,15499,46104,11644,3349
-7.26,3993,21775,10407,47334,11159,2216
-1.77,4462,24639,4988,48609,14521,499
11.21,5570,24598,1153,48310,16990,417
9.76,5113,22504,21,47818,20180,1987
6.45,5404,19858,0,46981,21719,1697
4.38,5723,18905,0,45834,21206,1794
4.13,5600,18821,0,42612,18192,1007
3.79,5796,16908,0,40134,17430,1216
4.11,6045,14969,0,38141,17126,1866
3.9,5968,13877,0,38449,18604,2985
3.96,5552,13134,0,38747,20061,3332
4.6,4952,12581,0,40232,22699,2027
15.88,4593,12067,0,43489,26828,939
25.24,4373,11550,207,49266,33136,3544
32.74,4114,9728,3044,53642,36756,3138
31.14,3717,7137,9247,56827,36727,3135
23.68,3730,7950,16274,58606,30652,3661
21.8,3352,9285,19743,60738,28359,1071
19.33,3148,9855,19670,61128,28455,581
16.72,3005,9192,19913,60768,28658,715
15.73,2914,9216,20683,60132,27318,1410
4.86,3061,9914,20882,59210,25354,2515
4.79,2747,10809,19831,57908,24521,2415
4.76,2872,11138,17377,56536,25149,2000
4.81,2574,11677,12458,56417,29709,2090
4.86,2388,11510,6103,56031,36031,2377
4.88,2204,10143,1422,55802,42033,3300
4.87,2411,8932,29,55282,43910,3320
4.78,3040,8925,0,53858,41893,3293
4.62,3754,9492,0,51134,37888,3329
4.37,4094,9927,0,47851,33831,1071
4.03,4458,10597,0,45077,30023,782
3.77,5083,10693,0,43086,27310,1009
3.62,5190,10381,0,42658,27087,1174
3.62,4663,10372,0,43035,28000,1255
3.83,4460,10613,0,43978,28905,1050
4.18,4248,10883,0,47326,32195,545
4.74,4259,11375,212,52454,36609,1898
5.21,3735,11249,2945,56229,38301,2625
7.74,3620,10769,8505,58956,36063,2972
5.27,3863,12071,15419,60282,28930,1379
5.04,3836,13296,21778,61623,22713,1340
4.9,3600,12504,26694,62878,20080,993
4.81,3375,11481,29218,62247,18173,1255
4.7,3344,10414,29800,60476,16918,2906
4.46,3494,9301,28773,58534,16966,2948
4.56,3657,8550,25732,57068,19129,2357
4.56,4145,7828,20606,55928,23349,2276
4.65,4464,7289,13698,55491,30041,1719
4.73,4094,6771,6522,55423,38036,980
4.74,3616,6061,1504,55385,44204,3289
4.73,3459,6601,24,55333,45249,3494
4.65,3151,8582,0,54152,42418,3152
4.42,2694,9786,0,51317,38837,2101
4,2297,9866,0,47185,35022,1085
3.4,2223,9588,0,44542,32731,1097
3.21,2225,9333,0,43072,31515,2567
3.14,2074,9173,0,42624,31377,2950
3.16,1838,8619,0,42637,32180,1742
3.33,1514,7798,0,44094,34783,1609
3.74,1409,7017,1,46976,38549,765
4.53,1360,5996,284,52176,44537,1726
13.24,1402,5147,3534,56182,46099,2178
29.27,1152,4135,10111,58806,43409,2554
22.15,995,3175,17531,60210,38510,584
15.1,835,3425,23494,61088,33335,972
4.96,859,3557,27266,62600,30918,1984
4.91,780,3648,29100,62142,28615,2639
4.89,714,3946,29007,59912,26245,2894
4.85,623,4334,27342,58363,26065,3182
4.78,654,4573,23810,57286,28248,1777
4.83,659,4784,18820,55611,31349,1561
19.9,665,5046,12410,56248,38128,1026
28,711,5145,5877,56178,44445,3173
35,831,5327,1441,55780,48182,3658
38.1,935,6110,34,55360,48281,3287
32.37,1109,6660,0,53665,45896,3147
26.24,1320,6544,0,50616,42753,2684
20.09,1566,5904,0,46912,39443,630
21.67,1695,5276,0,43856,36886,1237
21.11,1823,4705,0,42303,35775,2199
20.14,1467,4283,0,41228,35478,2311
21.3,1272,3714,0,41075,36088,1712
21.3,1327,3269,0,42137,37541,1435
23.78,1374,3223,1,45094,40496,671
32.93,1302,3173,305,50266,45486,3133
47.84,1117,2546,3420,54219,47136,3144
44.81,838,1466,9607,57232,45322,2911
26.41,665,810,16884,58437,40079,2650
24.9,536,506,23164,59533,35328,708
23.87,437,470,27414,60437,32116,691
20.44,219,609,29704,60032,29500,2871
18.07,151,818,29858,58292,27466,3673
18.54,134,992,27919,56125,27080,3776
21.87,143,1132,24148,54468,29045,2055
21.75,182,1177,18620,53018,33040,934
25.15,159,1343,12254,53396,39640,1784
36.76,234,1912,5667,53927,46114,2814
48.75,319,2759,1366,53988,49544,3026
39.45,621,4817,37,53766,48292,2644
32.38,823,7232,0,52160,44106,2448
24.78,968,8222,0,49301,40111,2234
20.76,969,8366,0,45235,35900,597
22.1,919,8551,0,41566,32095,545
20,1108,8732,0,39595,29755,779
18.59,1425,8731,0,38581,28424,1042
17.94,1842,8229,0,38673,28602,1533
17.98,2176,8070,0,39236,28990,1573
18.45,2442,7412,2,40087,30231,1639
21.14,2481,7042,323,40532,30686,1264
23.24,2249,6139,3287,42735,31060,487
23.87,2227,3530,8432,45908,31719,237
24.33,2156,2000,14699,48157,29302,1080
17.3,2327,1998,20239,49855,25291,1933
16.63,2222,2732,23970,51321,22398,1817
16.8,2485,3600,25737,50727,18905,1837
12.84,2619,4035,25530,49747,17563,3291
12.32,2730,4288,23203,48577,18355,2171
12.77,2786,4676,19163,47348,20724,2263
15.05,2641,5860,14866,46780,23413,1935
24.13,2603,6873,9562,48486,29447,958
25.99,2450,7505,4524,49412,34933,2142
29.42,2508,7913,1142,49202,37639,3060
28.66,2632,9922,29,49110,36528,3235
23.81,2960,12298,0,47769,32511,3188
21.16,3357,12659,0,45603,29587,3076
18.38,4058,12410,0,42601,26134,1663
16.51,4722,12021,0,40078,23335,1042
13.71,4892,11534,0,37906,21479,1077
12.12,4447,11157,0,36700,21096,627
9.3,3606,10942,0,36052,21504,1126
10.98,2972,10733,0,36335,22630,847
11.31,2479,10878,2,37011,23652,1748
11.66,2256,11075,332,36803,23140,1951
11.15,2549,10227,3062,38418,22580,3191
14.01,2430,8889,8238,41970,22413,1140
12.47,2116,10076,14256,45739,19291,618
10.88,1900,10883,19718,47962,15461,612
8.39,2015,12402,23754,50653,12483,1011
9.21,2130,13303,26565,51047,9050,1654
0.03,2166,13552,26999,48747,6030,2474
-4.59,2224,14007,26130,46827,4467,3322
-2,2985,14110,23675,45832,5062,4005
-2.07,3881,15270,18902,45457,7404,3477
4.99,4058,17252,12586,46400,12504,1990
11.2,4349,17953,6045,47741,19394,2941
15.42,4568,17261,1536,47918,24553,3130
15.59,4560,18633,58,47825,24575,3291
12.73,4538,20984,0,47672,22150,3610
12.34,4467,21772,0,46562,20323,3807
10.19,3987,21915,0,43648,17746,2175
4.43,3656,21318,0,41571,16597,1538
4.38,3585,20467,0,40086,16034,1868
3.72,2996,20126,0,39373,16251,1573
0.7,2765,20299,0,39817,16753,1967
0.05,2805,20356,0,41388,18227,1585
4.78,3263,20363,2,44661,21033,987
18,3634,20285,433,50649,26297,2965
22.82,3352,17503,4024,55816,30939,3010
28.2,2924,13771,10855,58620,31071,3454
19.79,2474,14233,18544,59200,23950,3053
11.72,2834,18685,25175,61188,14494,1455
5.59,3318,22804,29676,63421,7624,2381
4.8,3553,22830,31793,63816,5640,2758
4.58,3565,22813,31831,62493,4283,3162
4.5,3758,23045,30121,60684,3760,4085
-0.31,3751,24572,26742,59461,4396,4170
-1,3815,26398,21210,58036,6614,3597
4.01,3892,28796,14108,58453,11657,1918
16.38,3982,29578,6730,58628,18338,1399
17.81,4219,27945,1672,58787,24952,3190
18.38,4612,27497,72,57516,25335,3358
14.05,4513,28570,0,55751,22669,3527
10.28,4786,28151,0,52368,19432,3318
4.85,5152,28130,0,48512,15231,1486
4.65,5185,27378,0,45445,12882,833
4.31,5115,26970,0,43481,11396,923
3.94,5044,26778,0,42797,10976,1996
4.06,4940,26447,0,42972,11585,2599
3.93,4994,26190,0,44158,12974,1739
4.73,5148,26160,1,47344,16035,696
10,5097,25962,510,53465,21896,2524
16.13,4942,22985,4199,58050,25925,3133
16.52,4762,20976,11141,60943,24065,3108
10.32,4793,22400,18904,61842,15744,2761
5.47,3469,25030,25250,63515,9767,1289
0.08,3346,25501,29058,65760,7855,2171
2.55,2729,24267,31522,65034,6517,3214
4.02,2888,23392,31956,63182,4947,3870
0.08,2968,22572,30231,61645,5873,3653
0.04,2956,23926,26967,60389,6541,3621
-0.09,3034,27038,21593,59672,8007,3172
4.61,3724,30810,14267,59437,10637,2040
5.53,4724,32585,6772,59933,15852,1677
10.99,4587,30348,1675,59525,22915,3465
10.99,4837,28785,78,58076,24376,3677
11.17,5053,28497,0,56516,22967,3561
7.6,5133,27410,0,53249,20707,3164
8.31,5009,26918,0,49021,17094,463
4.39,4876,25950,0,45673,14846,688
