Price,Wind Offshore,Wind Onshore,Photovoltaik,Power Usage,Residuallast,Pumpspeicher
26.48,89,7681,0,58265,50495,1604
26.6,66,5663,0,54262,48534,1725
26.23,69,4868,0,52002,47066,2778
26.42,39,3936,0,51501,47525,3082
26.29,36,3355,0,51728,48337,3526
26.72,42,3172,0,52828,49614,3423
28.33,9,2998,0,55583,52577,2723
30.16,6,2978,0,63040,60057,1383
32.64,6,2832,1,70066,67228,208
39.92,2,3124,137,72363,69100,99
35.87,1,3399,740,72845,68705,19
32.56,2,3908,1550,73708,68249,58
32.26,5,4157,2236,74214,67816,59
31.18,12,4046,2699,73330,66573,120
30.79,31,4281,2607,71858,64938,78
30.75,45,4242,2101,70183,63796,61
30.66,101,3692,1114,68766,63860,412
30.94,100,3406,267,68707,64935,214
32.28,79,3131,12,72250,69028,63
31.4,135,3171,0,73189,69883,61
30.62,164,3448,0,70911,67299,63
29.53,180,3650,0,66837,63007,296
29.06,188,3885,0,63363,59290,291
28.79,167,3761,0,61390,57462,352
27.67,133,3639,0,57927,54155,648
27.92,105,4833,0,53975,49038,748
27.2,97,4922,0,51582,46563,1814
26.95,89,5389,0,50299,44821,2152
26.7,93,5909,0,49653,43652,2232
26.79,111,6352,0,49567,43105,2199
27.01,116,6387,0,48964,42462,2048
27.22,83,6159,0,49306,43064,1653
27.6,63,5963,1,52621,46594,889
28.32,100,5734,152,56547,50561,98
28.8,80,5614,761,59685,53229,33
29,95,5400,1847,61465,54124,74
28.79,84,5168,3168,62436,54016,102
28.41,63,5018,3936,61658,52641,92
28.23,73,4950,4204,59712,50486,158
28.19,76,4807,3565,58297,49850,268
28.47,73,4691,2033,57319,50522,119
29.09,52,4501,524,57369,52293,102
29.67,62,4666,21,61381,56632,172
29.38,76,5134,0,63313,58103,12
28.8,73,5553,0,61081,55455,68
28.29,78,5973,0,57359,51308,124
28.01,82,6228,0,55087,48777,550
27.82,74,6123,0,54626,48429,316
26.25,78,5844,0,51832,45910,722
27.04,70,5535,0,49143,43539,2150
26.32,61,5136,0,46991,41795,1814
25.98,59,4795,0,45673,40819,1433
25.63,63,4223,0,45129,40843,1550
25.78,69,3937,0,44818,40813,1575
25.99,57,3823,0,44183,40303,1533
26.16,55,3796,0,43152,39302,1545
26.48,61,3796,3,45096,41236,940
27.84,60,3629,356,48226,44180,988
28.4,72,3404,1772,51826,46578,174
28.59,128,3136,3424,54417,47729,334
28.61,236,3180,4372,57138,49351,44
28.49,341,3071,4738,56906,48757,143
28.24,396,3372,4366,55021,46888,454
28.21,297,3919,3310,53588,46062,462
28.47,410,4155,1885,53182,46732,383
29.02,417,4825,440,53331,47649,234
29.64,459,5426,17,57639,51738,179
29.67,472,5924,0,60715,54319,114
29.42,474,6683,0,59840,52683,324
28.59,479,6919,0,57449,50050,384
28.36,470,6909,0,56172,48793,763
28.18,445,7239,0,56644,48961,1005
26.92,357,7234,0,54081,46491,1692
27.23,300,7052,0,51777,44426,1735
26.38,323,7009,0,50100,42768,1702
26.19,301,6749,0,49372,42322,1794
26.21,386,7085,0,49631,42160,2534
26.24,412,7708,0,51403,43284,1844
27.47,427,7940,0,55131,46765,2237
31.02,339,8216,0,63715,55160,1197
36.3,318,8914,3,70960,61726,105
45.44,286,8985,280,73001,63450,185
45.19,342,8745,1346,73869,63436,174
37.23,423,8601,2594,74846,63229,285
32.5,422,8696,3379,76135,63640,98
31.84,343,9437,3908,75546,61858,90
32.41,302,9349,3794,74598,61153,60
32,301,8884,2841,73576,61550,58
31.12,308,8100,1624,72652,62621,54
32.26,302,7420,479,71644,63443,41
41.64,372,7270,21,74324,66662,105
38.49,376,7044,0,75693,68273,103
31.42,432,7285,0,74021,66304,92
30.74,347,7492,0,69889,62050,281
30.37,291,7480,0,66684,58913,540
29.73,250,7422,0,64148,56476,588
29.22,251,6924,0,59816,52642,780
28.75,319,6479,0,56798,50000,1176
28.23,301,6168,0,54734,48265,1956
28.05,300,6079,0,54088,47709,2784
28.08,298,6156,0,54271,47817,2986
28.21,243,6051,0,55404,49110,3154
29.42,173,5695,0,58084,52216,1872
31.87,157,5471,0,65377,59749,648
45.95,145,4895,4,71863,66819,54
51.13,129,4344,347,74086,69266,37
51.18,121,3792,1421,74180,68846,38
49.91,185,3549,2776,74959,68450,33
37.91,270,3402,4221,75520,67627,51
34.64,386,3341,5181,75046,66138,449
35.65,410,3115,5163,74039,65352,648
35,432,2888,4439,72812,65055,753
37.17,474,3092,2926,72010,65519,341
49.09,413,2855,1008,71059,66784,126
58.63,539,2744,43,74158,70832,148
59.84,464,2635,0,76265,73166,41
40.77,375,2449,0,74434,71611,40
33.07,360,2328,0,70328,67640,51
31.23,420,2059,0,66734,64255,206
30.3,359,2087,0,64268,61823,298
29.46,314,2158,0,60400,57929,433
29.76,242,2293,0,57093,54558,1318
29.3,174,2164,0,54933,52595,2205
29.12,84,2011,0,53901,51806,3038
29.18,53,2057,0,54007,51897,3263
29.76,81,2091,0,54984,52812,1933
31.08,116,2061,0,58029,55852,1644
35.82,122,2029,0,65607,63456,733
49.7,94,1918,8,72259,70240,3
61.76,81,1853,461,74128,71734,2
61.09,66,1521,1850,74521,71085,2
59.63,58,1372,3585,75234,70219,6
54.96,64,1408,5205,75855,69179,7
52.71,69,1410,6035,75087,67573,51
52.25,78,1585,5982,74433,66788,41
46.22,74,1896,4898,73233,66365,93
48.36,63,1898,2971,72356,67424,140
48.72,62,1649,920,71599,68969,44
59.37,150,1470,38,74464,72806,99
61.63,165,1323,0,76581,75094,61
44.27,180,1152,0,74731,73399,60
36.88,138,1059,0,70484,69287,82
34.39,193,957,0,67151,66001,401
31.82,178,875,0,64886,63833,806
30.47,192,810,0,60763,59762,640
30.29,234,884,0,57167,56050,1640
29.82,262,979,0,55020,53779,1712
29.6,298,1063,0,53805,52444,2335
29.54,394,1106,0,53742,52241,2505
29.8,360,1415,0,54674,52900,2031
30.77,387,1631,0,57857,55839,1191
35.78,355,1721,0,65197,63122,335
49.97,369,1821,8,72069,69871,94
60.57,409,2029,479,74246,71329,62
57.89,317,2163,1720,74521,70321,2
50.78,298,2410,3440,75101,68953,2
48.76,285,2921,4886,75457,67366,94
48.18,204,3527,5784,74942,65428,30
46.3,160,4467,5524,74753,64602,42
36.02,153,5307,4084,73141,63598,32
35.64,141,6016,2366,72559,64038,24
39.71,141,6445,709,71717,64423,25
50.32,129,7471,40,74186,66547,5
46.45,160,8786,0,76053,67108,12
34.97,126,9785,0,74525,64615,10
31.09,126,10175,0,70336,60036,171
30.55,114,10208,0,66976,56654,480
29.72,94,10216,0,64653,54344,862
29.01,89,10385,0,60827,50353,2262
28.73,98,10008,0,57054,46948,1810
28.14,104,9721,0,55037,45212,2400
27.75,120,9533,0,54173,44520,2519
27.73,113,9174,0,54345,45059,2637
28.23,100,9239,0,55150,45811,3043
29.02,82,9049,0,57862,48731,1667
29.82,75,8719,0,65207,56414,777
35.56,48,8504,9,71984,63422,20
40.67,23,7926,526,74073,65599,11
45.51,12,7539,2316,74376,64510,16
38.6,8,6911,4784,74847,63145,22
34.39,3,6869,7243,75033,60918,123
31.28,7,6705,8706,73684,58266,157
30.77,13,6663,8826,71882,56381,569
30.44,19,6566,7483,70126,56059,266
30.36,31,6637,4789,69579,58122,290
30.64,51,6528,1586,69023,60858,121
44.08,65,6360,75,71926,65426,6
41.87,79,5888,0,74269,68302,7
29.94,100,5547,0,72197,66550,5
29.42,125,5176,0,68024,62724,40
29.13,147,4814,0,64730,59770,378
28.7,146,4490,0,63010,58374,39
28.31,178,4233,0,59715,55304,121
27.78,207,3908,0,56687,52572,240
27.33,225,3702,0,54803,50875,1084
26.65,283,3691,0,53273,49300,1158
26.28,311,3797,0,52339,48231,2493
26.08,330,4023,0,52056,47703,2708
25.91,366,4481,0,51534,46687,2621
25.53,441,4981,0,51805,46382,1978
26.86,510,5586,15,54735,48624,277
27.06,562,5987,853,58248,50845,11
27.45,528,6195,3548,61458,51188,42
27.6,595,6581,6219,63257,49862,42
27.27,655,7336,8317,64083,47774,169
26.68,720,8374,8994,63266,45178,336
20.27,736,10051,8047,61244,42411,589
19.18,736,11501,6123,59690,41330,446
19.96,735,13176,3526,59342,41906,81
21.57,749,14436,1132,59547,43229,30
27.74,752,15439,58,62709,46460,3
27.81,754,16801,0,65862,48308,5
26.31,751,18037,0,63402,44615,229
21.71,748,19239,0,59792,39805,514
15.01,739,20565,0,56517,35214,768
14.25,739,21432,0,56272,34102,726
9.56,724,22068,0,53231,30438,1650
-5,678,22383,0,50498,27437,2454
-1.12,723,22847,0,48360,24790,2364
-4.78,724,23380,0,47107,23004,3536
-2.4,703,22857,0,46354,22795,3575
-7.32,717,21852,0,46086,23517,2267
-0.9,727,20835,0,45437,23874,2320
-6.8,732,19651,0,44658,24275,2246
0.08,732,18951,14,46759,27062,1858
13.15,735,17647,915,50454,31157,493
18.96,742,17430,3239,54439,33029,493
16.43,745,16821,6115,56731,33051,791
18.65,697,16396,8144,58979,33743,509
19.93,625,16252,9308,58220,32036,535
24.83,582,15131,9369,55657,30575,1315
26.51,573,14241,8060,53844,30970,923
26.79,473,12994,5300,53170,34404,485
26.66,413,11551,1842,53303,39498,459
29.94,456,10501,125,57368,46287,613
28.7,555,10752,0,62384,51078,45
28.43,636,10962,0,61366,49768,226
28.12,742,11467,0,58945,46737,380
26.93,754,12653,0,57608,44201,349
26.35,755,13924,0,58056,43377,362
16.84,749,14733,0,55289,39807,511
16.42,744,15567,0,52384,36073,1818
14.95,743,16427,0,50718,33548,3171
11.5,751,16760,0,49829,32319,3591
13.86,746,17247,0,50028,32035,3289
9.81,750,17924,0,51256,32583,3474
9.88,753,18313,0,54987,35922,2607
22.28,756,18949,0,63563,43858,430
29.17,754,18892,7,70538,50886,72
28.82,754,18474,252,73042,53561,23
28.68,727,17624,949,73961,54662,10
28.6,713,17203,1848,75250,55486,8
28.53,718,17030,2587,76243,55908,17
28.61,712,17328,2883,75893,54971,21
28.58,698,17314,2673,75541,54857,25
28.56,708,16753,2120,74482,54901,22
28.44,695,15530,1241,73404,55938,11
28.51,707,14479,440,72213,56587,15
28.83,705,13322,50,74039,59963,56
28.79,709,12573,0,75663,62382,4
28.72,680,11950,0,74103,61473,194
28.47,678,10994,0,69800,58128,118
28.33,686,10594,0,66341,55061,299
27.85,659,10280,0,63594,52655,502
27.12,684,9863,0,58993,48447,1664
25.36,675,9528,0,55189,44986,1440
25.32,673,8956,0,53046,43417,2140
25.19,675,8807,0,51936,42454,2621
25.57,659,8578,0,52241,43005,3083
26.02,671,7958,0,53576,44947,2040
27.03,665,7331,0,56890,48894,1744
28.23,635,7020,0,64863,57209,931
28.76,608,7015,15,71311,63673,149
28.97,597,6608,400,73168,65563,11
28.94,577,6381,1545,73341,64837,30
28.89,555,6536,2848,74601,64663,29
28.85,542,6429,3889,75241,64381,26
28.81,503,6649,4495,74817,63169,29
28.79,462,6394,4231,74442,63355,172
28.77,427,6170,3429,73328,63303,184
28.67,359,5724,2262,72370,64025,31
28.81,336,4740,928,71081,65077,29
29.78,296,3998,87,73128,68748,57
29.5,209,3647,0,75432,71577,11
29.03,152,3283,0,73426,69992,14
28.62,121,3030,0,69114,65963,100
28.46,90,2959,0,65657,62607,157
28.09,70,2843,0,63086,60173,216
27.34,53,2535,0,58470,55882,674
26.71,47,2230,0,54642,52364,2023
26.23,54,1996,0,52425,50376,2083
26.04,50,1809,0,51656,49797,2116
26.13,42,1574,0,52017,50402,2511
26.57,42,1304,0,53238,51892,1535
27.7,46,1213,0,56206,54947,1565
30.95,34,1134,0,64043,62876,592
55.49,33,1010,23,70506,69440,18
49.21,36,939,475,72849,71399,26
51.08,38,798,1556,73442,71051,24
50.75,38,663,2772,74630,71158,24
50.79,40,562,3838,75107,70668,21
46.32,34,461,4628,74476,69353,26
46.31,34,435,5044,73586,68074,73
46.25,34,389,4672,72298,67204,104
46.27,28,459,3384,71348,67478,33
46.25,35,592,1471,70384,68287,103
53.98,31,819,150,72525,71526,128
52.43,18,1064,0,75916,74834,62
46.27,13,1244,0,74304,73047,62
43.99,10,1351,0,69602,68242,163
31.15,10,1390,0,66143,64742,155
28.22,10,1376,0,63908,62522,218
27.6,7,1455,0,59422,57961,682
26.81,8,1399,0,56008,54600,1487
26.51,16,1286,0,53995,52693,1978
26.26,15,1167,0,53051,51870,2347
26.31,13,983,0,53319,52322,2742
26.75,13,787,0,54255,53455,2414
27.31,13,743,0,56877,56122,1942
37.12,14,767,0,64742,63961,1011
43.93,13,831,34,71276,70398,160
55.57,11,866,688,73549,71984,64
54.9,9,815,2526,74006,70656,65
52.52,9,605,4688,74700,69398,18
48.76,5,500,6339,75285,68441,21
44.63,5,473,7222,74335,66635,22
43.9,4,413,7158,73067,65492,26
43.92,8,356,6087,71691,65240,227
44.38,14,343,4116,70444,65971,266
48.76,30,478,1598,69218,67113,207
57.58,39,726,132,71211,70315,209
70.27,38,1147,0,74246,73062,2
44.05,42,1389,0,72559,71128,2
44.94,71,1508,0,68321,66743,177
39.86,116,1673,0,65050,63262,136
35.68,167,1766,0,62905,60973,322
28.19,153,1804,0,59068,57112,360
27.75,160,2075,0,55928,53693,1306
27.36,184,2227,0,53825,51414,2201
26.96,212,2342,0,52921,50367,2102
27.01,230,2373,0,53200,50597,2014
27.44,269,2364,0,54271,51638,1871
27.79,261,2481,0,56915,54174,1818
29.05,331,2664,0,63785,60790,639
35.82,332,2698,56,69810,66723,15
57.84,309,2669,1112,72018,67928,4
47.03,358,2581,4090,72675,65647,1
41.9,339,2335,7510,73497,63312,116
42.97,359,2031,10043,73537,61103,25
38.05,295,2032,11346,72090,58417,17
33.45,199,1877,11394,70610,57141,574
32.06,185,1987,9770,68883,56941,419
32.41,225,2345,6481,67707,58656,143
29.99,334,2920,2510,67063,61299,17
32.41,434,4225,223,69357,64475,9
30.06,486,5934,0,73015,66595,8
28.51,531,6695,0,71508,64282,8
28.21,553,6864,0,66880,59464,55
27.8,531,6886,0,63426,56009,283
27.59,509,6671,0,61487,54308,341
27.15,469,6471,0,58056,51116,486
27.5,420,6079,0,54582,48083,1402
27.2,456,5821,0,52165,45888,2302
27.09,475,5545,0,50829,44809,3204
27.01,422,5301,0,50350,44628,2953
27.02,420,5174,0,50260,44666,2717
27.31,401,5105,0,50018,44512,3367
27.17,359,4964,0,50262,44940,1838
26.95,334,4878,78,52952,47662,741
27.24,342,4466,1672,56631,50151,310
27.61,340,3595,4937,60037,51165,22
27.76,353,2653,8335,61602,50261,260
27.86,346,1947,10791,62504,49420,315
27.7,292,1671,11580,61041,47498,391
27.65,260,1633,11112,58731,45726,974
27.48,280,1633,9594,56940,45433,1606
27.46,288,2032,6360,55955,47275,1449
27.65,332,2624,2491,56140,50693,508
28.23,428,3852,237,59301,54785,119
28.2,548,5404,0,63681,57730,48
27.79,581,6465,0,61766,54720,268
27.43,654,6870,0,58168,50644,550
26.94,729,6583,0,55756,48443,352
26.59,712,6367,0,55466,48387,132
26.52,709,5894,0,52525,45922,207
26.87,722,5970,0,49476,42785,857
26.39,699,6192,0,47630,40739,1579
26.18,708,6769,0,46717,39241,1281
26.1,745,7110,0,46292,38437,990
26.01,749,7595,0,46087,37743,1416
26.08,759,8068,0,45442,36615,1926
26.17,760,8193,0,44694,35742,2734
26.29,756,8289,84,46007,36878,1622
26.55,756,8159,1611,49474,38949,1265
26.67,752,7048,4556,52751,40395,635
26.38,752,6114,7356,55190,40970,848
26.39,749,5960,9458,57111,40945,520
25.93,715,5948,10473,55991,38855,1497
25.45,707,5951,10440,53362,36264,1433
25.35,706,6023,8910,51702,36063,820
25.66,669,6277,5752,50608,37910,375
26.56,653,6308,2127,50950,41862,302
27.39,668,7827,173,54562,45894,968
27.51,715,9429,0,59632,49488,36
27.24,737,9959,0,58937,48240,149
26.86,759,9755,0,56459,45945,241
26.5,740,9562,0,55043,44741,405
26.34,757,9734,0,55430,44939,280
25.95,735,9691,0,52884,42458,891
26.08,691,9455,0,50507,40362,2679
25.53,642,9458,0,48911,38810,2732
25.35,630,9415,0,48376,38331,2656
25.63,625,9150,0,48816,39041,2341
25.89,644,8932,0,49893,40318,1896
26.49,653,8643,0,53122,43827,1454
27.5,643,8721,0,59710,50347,719
28,616,9142,96,65472,55618,569
28.28,590,9266,1308,68597,57433,530
28.24,592,9328,4028,70146,56197,239
28.52,624,9241,7044,71478,54569,102
28.42,576,8381,9054,71974,53964,135
28.22,568,7831,10340,71192,52453,325
28.16,564,7228,10682,69846,51372,548
28.13,537,6946,9278,68175,51415,352
28.12,485,6833,6256,66959,53386,591
28.25,466,6670,2530,65999,56333,590
29.31,458,7153,248,68150,60292,114
28.42,469,8191,0,72254,63594,4
28.35,446,8491,0,71159,62222,30
27.99,397,8158,0,66944,58390,88
27.7,380,7283,0,64023,56361,307
27.48,348,6559,0,62122,55216,265
27.21,267,5805,0,58473,52401,690
26.34,192,5303,0,55271,49776,1173
26.14,147,4589,0,53292,48556,2682
26.09,103,4139,0,52310,48068,3277
26.17,73,4045,0,52484,48365,3305
26.72,52,3770,0,53517,49695,2941
27.5,49,3355,0,56266,52863,1244
28.04,41,3214,0,62980,59726,589
48.16,38,3047,133,68879,65661,201
54.22,28,2751,1563,71550,67209,9
48.78,56,2131,3903,72803,66713,2
46.76,79,1588,5876,74010,66467,4
44.43,69,1372,6945,75110,66725,8
42.27,101,1387,6972,74369,65909,5
36.38,154,1257,6230,73053,65412,11
37.39,196,1388,4801,71766,65382,59
28.52,242,1500,2841,70704,66122,176
28.32,290,1812,964,69897,66831,23
28.74,307,2099,86,71871,69378,4
28.57,257,2369,0,74289,71663,2
28.91,313,2323,0,72658,70022,15
26.86,419,2190,0,68264,65655,65
27.32,466,2305,0,64948,62177,161
26.83,496,2393,0,62470,59581,420
26.01,466,2531,0,58252,55254,684
25.41,460,2495,0,54876,51921,1287
24.91,489,2337,0,52703,49877,2308
24.66,513,2303,0,51531,48716,3016
24.76,519,2353,0,51992,49120,3199
25.57,550,2494,0,53308,50265,2804
26.29,557,2616,0,56526,53353,1545
27.52,621,2986,0,63880,60273,611
28.28,640,3119,55,70147,66333,73
28.7,660,3053,586,72769,68471,65
28.41,669,2973,1824,73517,68052,24
28.14,669,3141,3589,74407,67009,30
27.96,675,3049,5578,75004,65703,27
27.87,679,3628,7097,74150,62746,83
27.81,678,4168,7616,73233,60771,54
27.78,682,4629,6832,72008,59865,26
27.71,684,4773,4676,70828,60696,17
27.75,684,4715,1988,69670,62284,18
27.91,683,5617,243,71319,64776,24
27.92,687,7154,0,74861,67019,17
27.71,697,8551,0,73917,64670,18
27.25,699,9200,0,69614,59715,541
26.84,692,9417,0,66361,56252,966
26.08,694,9210,0,63532,53629,707
25,695,8851,0,59315,49769,1291
23.86,694,8416,0,55957,46847,1332
23,695,8418,0,54224,45111,2207
22.69,695,8558,0,53361,44108,3257
22.9,693,8754,0,53458,44012,3215
23.95,691,8894,0,54637,45053,2936
25,690,8890,0,57436,47856,1863
26.29,692,9127,0,64400,54581,654
27.16,689,9224,114,70315,60288,255
27.38,683,8994,1356,72732,61700,40
27.26,683,8235,4006,73439,60516,1
27.24,697,8243,6676,73842,58227,1
27.12,713,8897,8800,74517,56107,28
26.96,748,8869,10392,73249,53241,29
26.89,773,8481,11073,72751,52424,34
26.82,790,8238,10057,71752,52668,193
26.79,787,7986,7052,70538,54713,8
26.87,777,7865,3013,68811,57157,157
27.24,795,8509,395,70438,60739,9
27.29,793,9695,4,74975,64483,40
27.11,798,10934,0,74253,62521,40
26.61,805,11463,0,69893,57625,131
26.31,802,11841,0,66627,53984,664
25.78,799,11643,0,64217,51775,624
24.63,802,11534,0,60177,47842,901
22.61,803,11883,0,56751,44065,2033
22.15,802,11641,0,54770,42327,2937
22.09,799,11611,0,53550,41141,3372
22.52,797,11990,0,53522,40735,3715
23.48,792,12239,0,54495,41465,3004
24.6,782,12695,0,57278,43801,2428
25.81,785,13401,0,63750,49564,417
26.85,783,14305,166,69591,54338,88
27.02,786,15423,2297,71438,52933,54
26.99,779,16017,6272,72011,48943,372
27.01,766,16505,10047,73263,45945,372
26.88,735,17391,12604,73653,42923,541
26.66,677,17827,13771,72772,40497,426
26.5,564,16488,13038,70961,40872,159
26.51,428,15009,10689,68597,42471,219
26.49,448,13276,7315,67121,46082,251
26.63,339,11126,3131,66512,51916,518
27.07,175,10371,414,68524,57565,147
27.18,101,11102,3,72016,60810,40
26.91,45,11600,0,70582,58937,53
26.39,43,11799,0,65945,54103,278
26.2,51,12171,0,62711,50489,525
25.98,35,12156,0,60705,48515,324
25.55,24,12139,0,56593,44430,289
25.46,16,12456,0,52341,39869,774
25.11,14,12755,0,50297,37529,1447
25.09,19,13429,0,48849,35401,2529
24.94,30,13793,0,48431,34608,2522
24.96,90,14436,0,48306,33781,3075
24.88,129,14797,0,48657,33732,2664
25.08,180,14727,0,49723,34816,1625
25.69,175,14325,177,52957,38281,453
26.06,115,13852,1805,56887,41115,231
26.38,95,13402,4379,60208,42333,361
26.7,111,14201,6617,62341,41413,634
26.67,196,15170,8021,63576,40190,287
26.17,215,15793,8457,62575,38111,637
25.98,159,14806,7917,60225,37344,930
25.97,219,13518,6270,58219,38212,520
26.18,299,11821,3958,57078,41001,17
26.36,304,9930,1755,56356,44368,6
26.82,264,7881,262,58119,49712,32
26.91,244,6450,5,61845,55147,21
26.64,239,5626,0,60830,54966,9
26.25,270,5287,0,57055,51498,79
26.03,211,5151,0,54669,49307,45
25.86,281,5312,0,54440,48848,254
25.35,265,5291,0,51704,46148,1882
25.32,224,4739,0,48491,43528,1611
25.03,319,4272,0,46404,41814,1278
24.81,420,3793,0,45414,41200,1386
24.72,486,3595,0,45022,40941,2419
24.76,485,3499,0,45006,41022,2657
24.98,493,3403,0,44512,40616,1648
25.13,598,3570,0,43728,39561,931
25.33,622,3599,131,45200,40849,344
25.88,616,3320,1438,48391,43018,68
26.11,558,3129,3971,51921,44263,62
26.22,546,3076,6975,54355,43758,322
26.18,548,3335,8786,56957,44288,139
25.84,488,4010,8735,56194,42961,235
25.52,616,4401,8029,54066,41021,131
25.31,684,4475,6719,52397,40519,97
25.05,721,4320,4736,51538,41762,170
25.87,743,3925,2273,51545,44605,378
26.51,753,4426,351,54420,48891,276
26.72,756,5602,5,60067,53705,2
26.52,764,7750,0,59963,51449,34
26.07,768,9984,0,57429,46677,570
26.02,768,12441,0,56036,42827,1000
25.54,764,14516,0,56280,41001,440
25.07,703,16030,0,53502,36770,831
18.62,670,17625,0,50946,32652,2466
16.53,656,19453,0,49602,29494,3031
14.09,693,20350,0,49149,28106,3543
11.9,692,21290,0,49535,27554,3558
12.25,699,21992,0,51259,28569,2551
18.18,730,21976,0,55061,32355,1704
25.64,745,22584,0,63013,39685,742
26.61,760,22318,201,69049,45771,112
26.73,759,20730,1479,71875,48907,54
26.71,757,18747,2812,73692,51377,90
26.69,748,17186,3820,74995,53242,4
26.65,697,15626,4718,75962,54921,6
26.61,650,13550,4829,75117,56089,28
26.59,685,12031,3706,74253,57831,15
26.63,719,10130,2944,72674,58882,4
26.64,699,8795,2157,71089,59439,12
26.7,690,7951,1168,70187,60379,100
27.13,686,7588,210,71074,62591,302
27.28,686,7874,5,74219,65655,41
26.95,650,8394,0,73216,64172,41
26.55,722,9001,0,69046,59323,138
26.38,744,9296,0,65586,55546,220
26.1,722,9932,0,62827,52173,283
24.93,679,10580,0,58361,47101,680
24.98,739,11391,0,55077,42947,1987
24.64,710,12068,0,53074,40297,2692
23.9,762,12741,0,52319,38817,2999
24,749,13411,0,52648,38487,4055
24.91,743,13808,0,54031,39479,3835
24.98,742,14335,0,57132,42055,2797
26.18,759,14916,0,64771,49096,1095
26.94,767,15247,223,69940,53704,501
27.01,767,14735,2078,72197,54617,226
26.86,761,14758,4995,72506,51992,146
26.8,747,14747,7017,73458,50947,4
26.67,744,15559,8247,74736,50187,8
26.5,755,15404,8340,74355,49856,200
26.42,757,14757,7500,73797,50783,31
26.35,772,13330,6158,72046,51786,8
26.33,755,11693,4056,70686,54183,4
26.3,771,10369,1833,69389,56415,55
26.66,782,9582,355,70286,59567,188
26.79,791,9646,6,74025,63583,5
26.55,794,9997,0,73038,62247,1
26.17,788,9932,0,68844,58124,34
25.92,780,10158,0,65456,54519,281
25.37,758,9852,0,62699,52089,474
24.6,776,9441,0,58188,47971,697
23.51,766,8782,0,54843,45296,2094
23.12,730,8457,0,52859,43672,2433
22.99,722,8181,0,51760,42857,2921
